text,stars
decided try garcia first time seated right away friday evening went south waitress alex rude seemed hurry take order told weren ready basically stormed asked salsa cheese crisp arrived chip ignored u waiter brought main course asked salsa brought basically dropped table never go would rather go taco bell get better service,0
clasic diner style brunch georgetown good portion size well priced fast service good quality food best place eat georgetown,2
called make reservation told would 5 minute got car claimed didn reservation yet showed phone call made time spend making reservation,0
town spring training went suggestion local take time food come everything made order cant rush good crepe breakfast burrito sweet crepe really good 1 star weren fan spice mole cookie dessert,2
good food limited selection food drink little towards expensive end thing,2
cheaper cleaner amigo roberto oh food better enough said,2
latest inspection allegheny county health department achd turned food safety problem inspection april 2015 turned violation several area cross contamination prevention cleaning sanitization handwashing facility pest management toxic item contamination prevention food utensil equipment wall ceiling read inspection report everyday noodle http webapps achd net restaurant restaurantdetail aspx id 201302080011,0
unprofessional business ve ever dealt scheduled move u apartment week called le 24 hour move cancel u claimed truck shop hard time believing truck available move customer really put u bind trying find mover last minute extremely difficult,0
walked restaurant didn see anyone speaking english knew right spot great place great people highly recommend,2
ever time cry breakfast darn good place bawling eye food perfectly prepared beautifully plated importantly amazing restaurant hip little place enough color wake eye smell restaurant wake rest gypsy steak skillet side lemon blueberry frenchtoast girlfriend toasted coconut mango crepe plate made table fall silent since wanted keep eating good definitely new favorite place breakfast,2
horrible experience came friend saturday afternoon shortly landing la vega came specifically co worker told great patron milkshake food tasty well first blow experience patron milkshake someone explain restaurant located strip la vega saturday afternoon anything livid told milkshake mix patron sound like bad managing inventory ask secondly customer service horrible offer replacement drink trouble waitress switched without warning first waitress gave u wrong information allowed friend order 19 bottomless mimosa serving mimosa told deal would end 10 minute wth basically meaning 10 minute drink many could horrible waitress ended taking bill get worse mimosa watered like pre made sitting pitcher ice day must better food disgusting english muffin egg benedict stale hard hollandaise sauce lacked flavor food cold m fed place favor waste time maybe try shake shack next door come think ve gone next door ordered shake shake shack told put patron pissed complete disbelief service experience couldn think logically place got get together,0
ultimate comfort love plush reclining leather seat much never go back normal theatre spoiled bar added bonus serf great bellini wish food option popcorn le salty,2
went hh staff friendly nice atmosphere drink wonderful mahi taco good little bland ahi roll delicious though,2
eat dog upstairs patio overlooking east boulevard try taunt runner going stuff face hot dog cheese fry onion ring many choice specialty dog build tell cashier first time great job explaining ordering work give great recommendation bar includes add ons like pickled onion jalapeno ogre sauce taste like hot dog interestingly price decent le 19 ordered dog platter two dog platter soft drink platter came side much d pay went chipotle got money,2
amazing experience yall lost brand new iphone 7 plus security guard helped find returned safe sound love meeting quavo 1 3 migos,2
called go order took 2 samosa chaat delicious even ate 2 hour loved asked pav baji dint owner quickly attentive gave u food,2
cute little place friendly staff however went three different occasion disappointed quality food tried cheddar broccoli quiche terribly bland salt pepper nutmeg noticeable cheese broccoli flavor bland egg dough another time grilled cheese sandwich problem bland greasy improved food would perfect,1
ve wanting try place glad finally came pretty quiet friday evening server matt extremely attentive gracious think sometimes single diner get overlooked ordered lamb burger misheard regular upon receipt practically insisted making right thing appreciated drink gin smash equal part strong flavorful next let server recommend nice dry red nailed eat lamb burger flavorful feta cheese added bacon little dry ordered medium well potentially would moist cooked medium overall really like place think may found new perfect work hangout spot close home,2
2nd time bathfitter bit pricey stand work much better dealing fly night contractor first job tub enclosure hideous tile second new home ripping ugly acrylic tub enclosure replacing shower enclosure look great love,2
twice first time tough time group eight people got u little wait staff everything took long time eight people anyway seafood pho broth good would say par saigon 8 best bowl pho interesting good way fish piece actual good sized piece fish fish ball even baby octopus second time week later service faster however bit screw waitress got two bowl weren meant table d eaten anyway even put sprout sauce suppose d forgotten d ordered taken away pho pretty good way never saw waitress comparison viet pho restaurant difference lacquered chop stick rather throw away wooden one saigon 8 pho little saigon lacquered one look classy harder tougher hold onto noodle unlike place bring spoon small empty dish later along meal problem cannot mix dipping sauce waiting rest stuff immediately bring sprout green sliced pepper come pho like sprout dip dipping bowl kind like would mexican restaurant know whim mine like saigon 8 pho little saigon make easy,1
love strip next indoor starbucks hot summer day really won even feel like driving already staying rio wait minimal crowd even breakfast time service bit slow must saw never got plate utensil eat hand kid oh wait mine ll saying bite waffle potato whatever ordered silence golden wonderful golden pancake syrup staring oh man breakfast start great day portion generous frankly shareable hey mine even hot cocoa spilling marshmallow gooeyness wonder chain like definitely back,2
brussels sprout nacho really good reviewer mentioned ve time everyone always love careful easily fill individual taco burrito great ve salad love big portion size great classic margarita well love place group esp sunday day happy hour,2
dr alyesh treated acupunture 18 year ago haven smoked since went failed several attempt quit thank dr alyesh indebted,2
area needed quick bite delighted find tacqueria ordered al pastor burrito margarita lunch time magarita weak quite good burrito bursting flavor poblano onion charred perfection glad stumbled,2
delicious food good service great price loved outdoor seating area got gyro platter sister got grilled chkn southwest salad u got huge portion left enough food another meal bill 20 got fountain drink,2
work near always go get something matter drink get always mistake either didn make drink correctly add ons never added try give chance still always something,0
attempting stay away fish poison crazy mercury level caved lol however think ve ever disappointed leaving sushi place place mediocre best worth price charge presentation lovely probably known better looking around dinner time large city three table restaurant sign never,0
wanting try city bbq finally want survive future work person take order friendly give proper attention customer taking order side conversation someone else restaurant dirty bottle sauce every table squeeze bottle transparent however clearly clean bottle dried old sauce top tip sauce come fixing bar sauce clean either burnt sauce caked open container see picture food hot would expect new restaurant would clean case disappointing,0
excellent fish taco chicken taco taquitos good kid meal bit overpriced great especially chicken slider,2
came lobster prime rib dinner advertised frill lobster decent size prime rib tender flavorful two item star show rest food average best desert average quality salad bar solid think ayce lobster prime rib worth cost admission 26 95 w card,1
movie theatre check re pretty much bad experience seeing superbad picture focus film staff make giving u free pass next time haven problem since believe ticket price 10 though might start going red rock casino movie instead price,1
get red curry thai hot dont ask thai hot numb whole next day ha ha wife get pad thai mild always good owner nice always leave couple thai iced tea good,2
location really force go drive parking great line seemed move quickly would make sure double check order drive away get wrong burger fry soggy got ketchup asked feel bad leaving bad review choice case,0
selling jewelry called place business owner extremely polite helpful generous knowledge arrived appraise jewelry gave tip sell didn want sell pleasant experience someone vulnerable position selling jewel would definitely shop refer friend family business,2
hyped national food channel visit uncomfortable crowded seating nothing special bar b cue price high,0
popped sunday afternoon daughter mani pedis greeted u cheerfully although clearly busy seated massage pedi chair within minute tech lovely clean work service well priced clearly priced surprise like daughter design painted toe finger design toe total came 75 2 u tip pedi option starting 15 though con 10 minute leg massage 5 minute yes timed lol couldn speak tech directly since key phrase english happy four season certainly return,2
company worst customer service ever put long hold time 18 minute take long time refund money 40 day way reach corporate office finally go bbb get result whole chain isn worth time money,0
oasis sea pf bbq post service good food however good super incan warrior fantastic sweet potato sushi roll tasty fired delightfully spicy blt mushroom instead bacon thw star meal extra bonus due avocado added disappointment bland almost tastless waldorf salad highly recommend,2
without doubt best place brunch food restaurant quality fast casual setting mimosa always delicious scrambled egg taste great bacon always cooked perfectly hash brown always cleaned plate great place breakfast ve heard good thing coffee well might give try next time m pet friendly patio seating area take pet well re looking good sunday brunch without waiting 30 minute place,2
far best dentist ever bad m san francisco dr hood staff super friendly easy work dr hood gentle effective attentive problem always listens drill,2
wrote review number pho year ago would giving 2 star review back vietnamese restaurant didn make time get superior pho favourite vietnamese place cleveland honestly pleasantly surprised service received prompt courteous server inquired food seemed genuinely interested whether appreciated food food bought quickly piping hot food ordered fried tofu starter seafood soup curry tofu main course fried tofu 5 delectable soft tofu light crispy tempura batter set perfectly coupled ginger sauce really tasty beginning fish soup good sized bowl pho could finish ravenous really tasty meatball consisting crab shrimp yum curried tofu served bed piping hot delicate vermicelli noodle tasted well good definitely would go back main food pho superior still favourite,2
shop sick seen instagram planning tat many month michelle sweetheart helpful joseph super professional creative gave concept idea ran surpassed expectation worth every penny great music played day positive vibe love guy thank back,2
love place great knowledgeable owner incredible wine saki selection nestled inside 7th street public market great spot grab bottle stay eat grab six take home collection enjoy telling josh re making dinner d like spend bottle watching quickly spring action suggestion haven disappointed u yet,2
get everyone talking guessing review young hipster pretentious middle age drone looking cool life let start saying enjoy call casual elegance like good upscale food modern casual atmosphere laid back nice earth vibe somewhere like six penn kitchen something decided come reading many great review yelp place comical try wayy hard small table close low ceiling dark paint feel claustrophobic describe lounge give like swanky lounge vibe place actually pretty nice dark small liking waiter dressed skinny jean pompadour brought bottle tap water pour politely decline b c didn want water waste ya know seemed offended didn want water offered u wine declined wanted diet coke call work could drink became aloof almost took personal assault didn want wine ordered appetizer waiter asked bf wanted waiter said oh want share appetizer said assumed 2 people appetizer almost place serve person didn specify single serve waiter rude already known information brought bread variety actually fantastic thinking meal would great stuffy atmosphere would worth wrong pork shoulder tasted like walmart enhanced meat tough fatty served puree sweet potato tasted like baby food bf seared tuna rubbery nasty flavor d give meal 4 10 lie pork dinner bob evans better think place need learn sometimes le better simple dish better dont need thousand ingredient good overall atmosphere kill forced elegance pas plenty good place burgh excellent food comfortable laid back still elegant,0
week since tinted window 2013 hyundai ask anything better guy personable professional even offered take home cause knew would take awhile would definitely recommend fam continue business thanks shelf,2
finally chick fil close live work yeah think great really good chicken sandwich plain simple although add mayo mustard got love waffle fry really nice clean course built opened monday would hope grand opening corporate guy handing cookie sample coupon free breakfast sandwich line moved really good little confusing first walked figured get blindly getting line behind someone mobbed expecting given opened got right front line food came pretty quick got food go coworker took back office enjoy definitely back lunch time dinner time chick fil great plus get extra point serving coke zero,2
roadrunner pharmacy given consistently first rate service two year provide metamazole form topical gel cat thyroid condition medication gel apply critter ear worth extra price compared grief trying get pill throat without getting torn price reasonable service via ups delivery lightning fast recent refill order phone credit card number changed criticism roadrunner minor enter new credit card web site hand phone call worth person helped pointed could save bunch money larger quantity shipped last two refill time assured shelf life product long enough wouldn problem two month supply hand thank roadrunner,2
woof woof pant pant pant woof woof ll get back keeping real eatery created marketing group tv personality rather chef driven restaurant word like fresh farm raised organic replaced outta bound awesome righteous slam dunk mack daddy flavor bold bordering top component dish compete rather compliment big deal spent evening smoking couple cigar killed pallet pack cigs shareable respectable sashimi won taco fried won ton skin shaped like taco shell filled ahi mixed mango jicama salsa topped odd sweetened soy wasabi aioli passable aioli add flabbiness dish obscures flavor fish fondue dipper bizarre breadstick wrapped pepperoni self dipped fondue oil stabilized provolone sausage tomato fan greasy pizza right home sandwich burger come rod come boy sit awww good boy shake hand awww rod good doggie contrary ex might say m dog expect meal tossed plank burger falling half bun topping sauce spilling everywhere fry thrown good measure big dipper feature tender slice prime rib smothered melting pepper jack cheese topped seasoned deep fried onion garlic spread excessive bitter horseradish impossible pick grease oil mask flavor beef da hook smash burger sport decent mix beef obliterated cloyingly sweet excessive bourbon bbq sauce claim bun brioche honestly sauce kill taste bud finally mac n cheese bacon burger cloying greasy way top overstuffed burger impossible pickup messy eat side flavorful soggy fry accompanies selection prop service fast attentive great vega tourist looking show local regular look elsewhere,0
service terrible huge group going summer time campus people order shift among first people arriving late order taken maybe 10 20 minute mine whole party except got dish finished mine came simple cold indifferent apology go waiter check dish said dish line prepared long wait indifferent apology,0
clean fast service friendly staff would 5 star ordered,2
far favorite place come eat brunch sit patio ve 4 time place let food service today ordered mediterranean salad bruschetta bruschetta choice picked brussels sprout avocado tomato basil brussels sprout favorite good ate meal fig mule sip tasteful sweet wait come back know always wait long,2
great experience visually stunning fantastic show love quirkiness unique ness show loved costume performer great full personality fun overall great show course absolutely love music atmosphere,2
place brilliant small quiet great vibe coffee food delicious avocado toast real highlight visiting expat aussie must visit wonderful reminder melbourne laneway cafe culture,2
bungeoppang waffle made order fish design cute something would find asian country familiar regular waffle filling store introduced waffle cone store amazing cannot find product anywhere else toronto ice cream waffle cone nice presentation ice cream generic stuff get supermarket waffle cone water proof sturdy tail part additional red bean filling store pretty small seating area quite seat seemed crowded 2 table,2
ordered delivery ordered showed later supposed looked like following picture won ordering worth money obviously care,0
countless visit another maintenance company bathroom sink finally fixed randy fantastic great demeanor didn mind dog trying climb christina helpful phone even helping randy come sooner could head work time highly recommend,2
best pedicure area great price lavender favorite herbal nail,2
came pleasant think owner gave choice saving 25 discount later time mention yelp brought tasted sauce apple bbq yummy hopping burger good reserved judgment taste 5 star,2
literally travel across city almost 1 1 2 hour ttc take kid dr often long wait time good doc issue dr wise try hardest never turn patient away great sense humour combined knowledge nonsense approach needed every kid get cookie singing cookie jar playground across street running behind take kid play minute aren sick check back every often another bonus yearly fee optional cover non insurable expense like school note form missed appointment,2
love beardens much recently changed menu took chicken caesar salad menu best chicken caesar ve ever reason boyfriend ever go bringggg back caesar,0
definintely fun place visit age everything hand lot thing learn much lot exhbits show learning cook strapping harness learn astronaut stuff real treat kid adult us requin exhibit allows tour submarine idea u navy first radar picket submarine done science center walk sport work included admission much fun requires lot physical activity make sure wearing comfortable clothing exhibit require bouncing running parking lot easy park imagine local game playing get packed,2
professional time friendly explained process began would recommend mom good think,2
best return policy town highly recommend shopping nordstroms attentive sale associate carry nice selection item,2
really good time calm atmosphere good food nice staff d love go staff talked u japanese surprised thank hospitality,2
town visiting parent suggested try master pizza parent time loved couldn wait try well parent right pizza world great tasting sauce fresh veggie topping enjoyed wing cherrywood bbq sauce delicious back master pizza next time come home cleveland,2
loved going happy hour best cucumber salad could eat ten bowl day went week ago craving sushi salad parked walked door find closed went next door humble pie guy front said shut january 1st heart sank second sushi joint closed past month ten tatum equally amazing great food sad day great sushi bar close chain get business even overpriced food suck,2
begin admitted inpatient program 7 day suicidal thought ptsd within 7 day wife brought 100 dollar magazine book read staff lost wouldn return call get refund month 16 phone call 8 email returned started outpatient program wasted 30 day life clai therapist say treat ptsd need get shit together oh fyi told good bullshit meter knew suicidal thought night job never know hope issue like go may lucky get 25mins doctor week clai completely unprofessional way employed therapist active duty military others program help ptsd depression suicidal thought need resign make someone kill going get someone hurt worse treat military mean brother sister stay away luckily wonderful wife help helping find help need update never contact dick face commented guy could give two shit military clai going get someone killed,0
newly remodeled melrose grill mapleside farm nice change pace won find iron chef kitchen find comfort food staple like meatloaf airline chicken various smokehouse selection pasta stone oven inspired pizza food good nothing fancy charm restaurant make least worth trip went late dinner enjoyed sunset apple farm lake erie sunset rival sunset mapleside farm 3 1 2 star,1
seated hostess spent 10 minute waiting someone even address u 7 waiter waitress passing u finally friend went bar go get u water got approached waitress asked could help u locate waiter response go talk hostess annoyed asked could send manager turned around continued serving table finally hostess came asked speak manager manager finally came table asked help started explaining situation cut could get sentence asked ordering uninterested concern apologize made lame excuse like hostess shouldn brought u food came quickly forgot side salad ordered food questionably warm manager never followed end clearly care concern slightest horrible service mediocre food worth stepping foot place,0
good yet applebee computer table something new see hadn applebee sometime fresh look bit new mordern mean kind make place go see food good look feel place nice change nice place go treat someone1 like spend time,2
worst property management company ve experienced nearly 20 year 4 home east valley hope board neighborhood fire spectrum class kindergarten student could manage hoa better spectrum,0
chipotle food like chipotle country opinion would give 3 4 star taste quality however came couple week ago sunday afternoon pick takeout going friend house took 30 minute get food location fast food waiting 40 50 person line norm employee apologize stating short several employee however hate say employee really seem hustling even though line wrapped around entire restaurant miserable parking situation long wait won returning,0
family went vega week d vega first time stayed venetian great time stayed 2 connecting suite spacious gave u enough room comfortable entire hotel massive almost like big mall ton restaurant serve different kind food everyone find something eat venetian placed good spot strip able walk hotel see lot different area look inside hotel gorgeous point place inside hotel actually feel like re italy ve italy place hotel actually caught thinking back italy negative get around hotel get hotel room outside hotel pretty big walk expected still long day walking around get hotel realize walk longer get back room bit annoyance nevertheless family blast loved hotel go back vega probably staying venetian,2
came dinner pretty busy took high top table cause le wait ordered bacon burger onion guess came freaking onion ofcourse never fails waitress offered make another didn really feel like waiting 30 minute burger took taste still careful little ipads game thing free charge 2 play game accidentally waitress helpful,1
first time visiting awesome sweet savory crepe equally delicious quite line got moved quickly possible got rush like professional brought food beautiful look delicious eat 4 plate 2 drink 62 dollar plus tip bit spendier regular breakfast sometimes got treat yo self 2018,2
falafel lit pizza bad remember pizza really good back high school bland tasty,1
service suck really overpriced came dinner took look menu ordered philly steak fry appetizer delicious way waitress took forever atmosphere ok best dark bar atmosphere would describe place would go drink friend dinner,0
best restaurant beautiful everyone welcoming sweet becky took great care mother amazing food absolutely delicious wow event like fried chicken much best fried chicken iv ever fried green tomato pork belly delicious deviled egg dessert mouth watering wow m definitely coming back,2
let vega bring honkytonk town 3 star extra star go jessica c atmosphere 20 burger sandwich choose people square dancing dance floor country music filling atmosphere band stage dim tasteful bar feel lighting incase beer goggle enough nudge nudge minus mechanical bull sad face chick chap boy short worry boy won needing beer goggles department top free burger beer deal troop time showing love support troop huge burger drinking straight jar nothing scream american pride service jessica best entire table pretty much ordered free meal deal 2 appetizer understand annoyance 2 handful troop come ask free burger beer deal poor thing carry 10 plate 10 beer knowing tab going 25 2 appetizer given scenario honestly didn expect come check u attentive despite 20 25 worry got waaay 20 tab d give place 5 star didn charge much mediocre food 14 ok tasting burger cmon slap together burger home 12 50 cheaper,2
thomas superhero smartphones cell phone get along far know random part decide break much get hand phone first time went samsung could take picture functional fall staff pleasant professional let know port needed fixing done within day second time charging port broke identified fixed within hour year warranty repaired part excellent customer service definitely recommend place,2
love place brunch probably best city sometimes get busy there bit wait worth great service great coffee done right,2
emily nadia guy unbelievable culinary customer happiness genius sea blah ugh third visit first visit ever greek food emily introduced everything menu upbeat personality cannot find anywhere day food exceptional gyro mind numbingly delicious french fry possibly best french fry ve ever tasted joke second visit tried steak kebab suggested fabulous nadia another homerun meat beyond tender delicious fresh third visit tried gyro 1 glad made trip back emily actually remembered nephew course guy back greeted u hearty hello place clean reasonable amount food get always keep hankering next visit try greek pita incredibly pleased,2
seems every time come service mediocre white chick act like place swear smile really care job maybe ve come get exemplary service get starbucks bramalea city centre drink always done right give snarky remark understand drink order,0
vegetarian tomato basil soup musttttttt omgg iiit deeelissshhhhh roasted vegetable sandwich awesome sauce bitter sweet taste yummy went perfect tomato basil baked chip best chip ever d,2
wife came monday new patient annual cleaning check ups found place yelp loved review decided give try moment walked greeted checking went smoothly staff awesome super friendly totally making u feel comfortable pleased definitely place dentistry thanks desert smile,2
since short walk office dine several time month really like family operated restaurant whether monday tuesday pizza special 2 pasta rustica deliver big flavor,2
petco really overpriced go lot conveniently located steelyard close ohio city residence apl foster animal expensive justify anymore even expensive online self today needed buy kitten food store price 13 50 online 10 50 sale item always like 04 10 cent worth sign drive pet supply plus lakewood much reasonable price avoid petco worker nice though,0
good food generous portion served quickly simply rewarmed premade food free chip salsa excellent spicy especially since eat really spicy food recommend burrito cancun seafood lover price affordable,2
friend recommended place guy pal decided stop random afternoon coming place reminded ski lodge booth set everywhere longboards snowboard sticker poster kind extreme sport tacked menu give lot option chicken fish tofu burrito taco kind plate jonathon register extremely friendly recommended enchilada basically order come give number sit watch awesome projector showing extreme sport clip guy eating gnarly trick apart restaurant bar separate room see huge glass window restaurant love place opened 24 7 food drink oh yeah food enchilada tasty shrimp taco ehh guy pal got bonsai plate cajan fish oh good pretty jealous otherwise another great place grab late night dinner another place sober night partying,2
meh justin b enjoyed 1 oyster happy hour think daily 2 45 6pm really werent option non oyster eater like entire happy hour pj clarke consists 1 oyster haha reading previous review even searching online least looking forward happy hour 2 1 drink sadly informed oyster shucker danny stopped drink promotion kindly let u 1 round 2 1 since mentioned bummer couldnt get drink happy hour haha justin b seemed enjoy 3 dozen oyster bar ended ordering cadillac burger since noticed sign front restaurant dubbed best burger vega actually pretty good enjoy probably wouldnt go far saying best overall enjoyed experience b c danny helpful attentive server sure wish pj clarke expand happy hour menu selection danny assures u something work maybe next time im town ll curious enough check,1
best part place manager joe awesome dont order ready pizza custom order whenever crew flawless pizza perfect store look ran right cant say much isnt usually walk dont see walk pizza another night go joe,2
friend ate dinner full day strip fun seated minute waiting since almost full house night lighting ambiance nice casual seat comfortable ordered drink well popular dish chicken n watermelon n waffle shrimp grit starter ordered waiter recommendation crab cake crab cake super fresh delicious popped mouth discipline enjoy fullest plate four cake paired fresh green tasty sauce making plate full different texture food savory salty sweet taste didn clash another warning though like said dish contained four eat quickly may end regretting shrimp grit dish actually first time ve ever tried grit high expectation grit hahaha say dish savory love savory food could order grit grit fluffy delicious shrimp good complimented nicely would definitely come back place order dish friend ordered popular dish chicken n watermelon n waffle think sequentially ordered either way ll know m talking take look menu especially loved dish twist chicken waffle almost two week since eating remember best chicken waffle combination ve ever fried chicken crispy would tried request crispier skin already hungry wait edit dish waffle sweet even sweeter doused maple syrup watermelon juicy wish however dish full plate waffle instead half made waffle maker price around 33 could definitely added fried chicken half waffle waffle maker d get dish,2
may noticed coming little often lol said really appreciate quality food without high price tag come customer service great top variety thing choose soup bowl really good especially sour dough bread come working class budget come check place won break bank tummy happy xoxox,2
great staff great food sandwich shop much complain clean generous nice got cheese steak tastyyyyy highly suggest quick bite eat,2
re looking clean safe friendly storage place security self storage place couple month rented 2 indoor 1 outdoor unit indoor unit temperature controlled building clean renter building 3 door could choose gaining access unit wasn problem outdoor unit clean road wide enough provide enough space park vehicle load unload still letting traffic go past another thing provide free truck rental re within certain distance rental unit ll save money re right location need move thing unit re hiring mover problem getting security gate hired mover gigantic moving truck able pull gate without problem ultimate kept happy extremely friendly staff hurry needed paper work quickly called ahead accommodated getting paperwork ready sign arrived fantastic staff fuss professional superbly friendly re market storage unit pop staff help find exactly suit need,2
oh god place good got veggie empanadas chip guac amazing many great thing bright tasting fresh guac chip m pretty sure made house option add red green sauce empanadas fresh full veggie got veg one nice sauce side wait go back,2
2 tax amazing patty spicy beef right kick amazing crust enough filling going try curry chicken next time sure would love see stuffed patty option lettuce tomato d,2
deal li doon varna closed everyone whining get go johnny fox expecting ldv life move several time pleased service food music good patron support original business chain branch try something new might enjoy,2
famous cheesecake infamous two hour wait must admit front intention liking restaurant considered hyped overrated however satisfying early saturday lunch feel completely different arrived 11 00am seated immediately fortunately melissa section 50 gift card play started thing tasty beet goat cheese salad 7 95 fresh warm honey wheat sourdough loaf served satisfying entree wife ordered smoked salmon thinly sliced doused balsamic glaze 11 95 ordered french country salad chicken 15 95 quite good intentionally kept thing light knowing going serious damage cheesecake dessert admitted dessert snob doubt regardless fact cheesecake specialty never consider dessert unless made house time drooling choice menu display case finally settled oreo praline slice huge run reasonable 7 95 compared similar restaurant importantly worldly oreo cheesecake fresh crunchy oreo baked oreo crust topped crushed oreo fresh whipped cream praline equally good topped nutella fresh creme didn finish sure enjoy home nonsmoker never almost cigarette afterwards yes good hey say wrong wonder people wait 2 hour dine won anywhere matter great return another 11 00 saturday lunch way left 1 00 2 hour wait overall menu huge food great cheesecake incredible service provided melissa attentive helpful atmosphere comfortable fun top everything else 96 sanitary rating way give anything five star course gotta try,2
work caesar brother told bo burger rated best country gq food critic went try several visit later thing ve good definitely get pickle re best ve ever butterscotch pudding wouldn ordered server kind made m glad tell anyone know going vega go get burger bo,2
anjoly molina great first walked greeted u friendly warm smile felt really relief didn feel pressure bad vibe sale person always give easy talk knowledgable product gave u time respect patient u clueless wanted end bought new mattress arrived next day love happy purchase great know 100 day exchange case happy see happening guy delivery nice fast great experience thank anjoly help would recommend anytime,2
buffet casino vega worst yet bad re occuring theme ok ness throughout meal m referring overcooked cut meat crappy dessert selection cold food hot lack labeling food station pissed aggravating go front line see food view itty bitty food description signage say good selection shrimp,0
ve got fresh new look spring idolize love thick brow arpita listened wanted amazing job m getting many compliment patient cry sensitive face best threading girl recommend family friend def keep going back,2
previously partner dog place thought got two puppy patient stubborn way would able get stage quickly training camp pleasure take walk pull come people sit instead jump thing stress camp doesn mean training stop know previous dog help reinforce owner ve seen dog ve gone place eve done money waste lack follow part mine owner need reminding going process partner commitment help reinforce mine dog four well behaved dog joy take anywhere,2
got referred place hmo insurance care practitioner went pain arm socket shoulder first visit 70 co pay doctor sent get x ray didn need knew didn need second last visit another 70 doctor look x ray didn need tell negative duh really requested pain pill aching shoulder said didn need yeah right needed x ray take anti inflammatory probably thought druggie something gave cortisone shot really didn want since anti inflammatory help gave referral mri never got mri haven back since cost another 70 time go ridiculous guess ok re welfare like customer m afford 70 visit still shoulder arm pain looking another orthopedic doctor soon,0
came first time ve always wanted try disappointed fish taco husband got amazing best city miss rolled taco either born like place look handmade actual flavor guacamole good spicy yummy pa lil place like carolina across street really good mexican come,2
lana amazing two week wedding realized still wasn happy dress fit alteration place wasn able help short notice recommended lana got right away made dress fit beautifully week price reasonable highly recommend,2
excellent service staff helpful wouldn go anywhere else thank friendly service louise edmonds snoopy,2
came movie yesterday boyfriend wanting try area decor nice warm inviting clean service prompt friendly food came promptly knocked two star wasn enamored food wasn terrible ordered jean lafitte bowl complete corn black bean voodoo chicken top white rice topped sour cream cheese scallion complaint dish firstly way sweet hint sweet sickeningly sweet savory dish ratio sauce rice approximately 1 part sauce 2 part rice barely black bean chicken rice unseasoned bland boyfriend got gumbo jambalaya lacking spice flavor incredibly underwhelming drunken chicken po boy decent needed something else chicken open faced bun perhaps coleslaw texture interest wanted like place probably won come back food simply memorable enough,1
4 5 star new age southern style restaurant heart venetian quite exemplary choice strip price d come expect let start best fried chicken dish may encounter chicken n watermelon n waffle 36 honey hot sauce chilled spiced watermelon cheddar cheese chow chow waffle bourbon maple syrup tender juicy fried chicken ve date waffle crisp flavorful prefer fried chicken full spice excellent rendition bit spendy worth go ahead large sharing portion mama chicken biscuit 14 free range fried chicken pepper jelly house pickle buttermilk biscuit incredibly fluffy buttery sweet biscuit lightly battered chicken moist flavorful recommended could eat biscuit day d low slow smoked chicken salad 16 haas avocado warm cornbread yogurt dressing loved cornbread texture flavor chicken full flavor pairing perfectly yogurt dressing wonderful fried green tomato blt 14 pork belly green tomato jam pimento cheese succulent pork belly fat rendered buttery nice crunchy cornbread pimento pulling together fried bread butter pickle spear 6 spicy salt spiked duke mayo light breading similar fish chip consistency dipping mayo enjoyable deviled egg 11 fresh dill smoked trout roe well balanced fresh roe adding hint salt finish chicken liver toast 5 grilled country bread cuke fresno pepper relish mildly mineral flavor acid relish complimented well florida heirloom tomato 16 toasted peanut hummus basil smoked tomato sorbet field shoot crunchy puffed ca dressing enjoyable nice addition peanut hummus macaroni cheese 10 torchio pasta five artisanal cheese crispy herb crust well rendered missing spice set cheese country pork terrine 10 pickled cauliflower grilled country bread whole grain mustard heavy lunch meat like terrine paired well mustard dessert key lime donut bite coconut pudding mango jelly interesting combination citrus enjoyed pudding mango jelly light delicate crunch munch bread pudding m m bread pudding popcorn ice cream candied pretzel incredibly sweet bread pudding thick rich almost brownie like bit sweet taste figure reading ingredient bacon butterscotch cake pecan pie filling bourbon ice cream delicious cake fair bacon flavor throughout crispy bacon piece garnish good stick fried chicken biscuit cornbread concoction fare well eat,2
kobe sushi never disappoints literally inhale order keep coming back,2
came dessert place isn big weekend get busy matcha shaved ice m glad able share friend way milky paying 11 buck worth shaved ice ice cream enjoy matcha jelly came,1
celebrated 70th birthday michael food expensive knew going food however fell far short price maã â tre d accommodating wait staff attentive average ambiance experience soon deteriorated food started arrive standard relish tray bread imagination escargot served soggy pastry topping truly uninspiring rack lamb two 175 served two platter huge stuffed tomato two big chunk cauliflower broccoli together bowl vegetable hungry feast fit lumberjack fine dining quantity must equal quality michael ordered side creamed spinach milky slimy word describe finish chocolate covered fruit accompanied big bowl fruit m full remembering review harsh accurate love south point michael need worry another bad review,0
small run business amazing food let say best thai food iv life egg roll homemade order yellow curry shrimp fried rice yum yum yum finished meal coconut must try urself favor try great food,2
local old town resident stopped pizza glass wine last night owner marcellio introduced explained wine purchasing good wine reasonable price available purchase bottle case house chianti good marcellio italy 15 year sandy chef helped pick couple pizza thin crust cooked wood fired pizza oven really good pizza restaurant nice atmosphere reminded dining rome year ago,2
